Feature1,Feature2,Target
6.887392232552028,7.888251913952372,1.0
7.1123876253649465,4.72343822191711,1.0
8.253388755583346,6.81723431558329,1.0
5.94094050683051,4.196709318981611,1.0
6.152689579209183,8.169971989846745,1.0
7.815749927357758,8.197244907135273,1.0
7.754428817265259,6.988382839782949,1.0
1.2391714624249774,1.226417348402922,0.0
8.17143706865403,8.304250019754694,1.0
7.016252188938603,6.110465155225556,1.0
2.3907961524872032,1.1048277327593239,0.0
-0.09883629915412895,2.8877018673939214,0.0
7.811285033104228,9.01584183103458,1.0
2.248625919626777,2.1683655824381884,0.0
4.781316894282714,7.194333202134081,1.0
-0.05129477025246976,3.5196324537372883,0.0
0.6925816254992914,2.4974909813014445,0.0
7.387426338656995,8.288988251639013,1.0
6.708383030006213,7.403974207938022,1.0
6.50101032842428,5.494224522078283,1.0
6.871028154540803,5.490805013289108,1.0
6.926697542753419,5.723624244240802,1.0
7.1827124125661985,6.350396791488909,1.0
8.998536840770223,7.061400632804701,1.0
7.637000137446882,5.531584478799075,1.0
6.967743539916893,7.657336303067938,1.0
0.13657109822097402,2.6036385651945095,0.0
1.7225617255665115,-0.35558381198376177,0.0
7.479995040903384,7.341279921679365,1.0
0.7775229715105489,1.6849934294143207,0.0
2.400109729101695,1.9008533450062741,0.0
7.667583153341827,7.3025095504925694,1.0
2.164242822144093,1.97335103520503,0.0
8.558467298421032,8.466536183823285,1.0
8.513580478425377,6.996656961532726,1.0
2.979635502948652,3.331810217420622,0.0
6.571283527516269,6.165900582204678,1.0
2.1698639087885616,3.865381299307476,0.0
8.0685849420323,7.11089846206593,1.0
1.791597844221649,2.8292861468554595,0.0
1.6346061672588919,3.1501179203113154,0.0
7.181036074615413,6.6564980333294566,1.0
8.063710660584432,7.02895085325545,1.0
2.20468894637643,3.84132876083451,0.0
7.31935313296572,6.131886156187584,1.0
7.311236329169871,8.07585072192555,1.0
2.2026724864349836,2.273127895093547,0.0
2.6849722584905105,1.8434634891290556,0.0
3.827989100216857,1.469057206345678,0.0
2.5782602040211384,1.7173510467964477,0.0
3.2029308507759726,0.9910547921542139,0.0
1.8614904545749418,3.441320691599987,0.0
7.123164804670843,9.109075854687472,1.0
2.4479057366805987,1.0776878456583558,0.0
0.5417556410518845,2.3374581848975042,0.0
0.6085515817333105,2.2112491182856964,0.0
6.303371021101919,8.468433277040424,1.0
4.171199619897852,1.7748149660985812,0.0
2.7984580978111993,2.158582032186165,0.0
8.67524225107488,7.383303338433554,1.0
3.1845561649201395,0.9650735403346837,0.0
4.666885031567577,0.7944247477755746,0.0
7.80420263739766,6.732079261453349,1.0
7.363737734468713,5.966157428136421,1.0
2.355675090521654,1.5335162043319293,0.0
0.6219887894497333,1.8968372264980722,0.0
3.085471029653023,2.5867087457910936,0.0
0.30541369990007583,2.30503569299113,0.0
1.426030835462742,1.8721270385628488,0.0
8.389975833964426,5.886853867023822,1.0
1.4217743728111367,0.9640479409708826,0.0
2.419699367187433,1.7465399027028146,0.0
6.3906236864868795,8.067012857636119,1.0
2.4909205284260354,-0.09905011809988551,0.0
8.789399282100485,7.091074231027966,1.0
5.795412802231935,6.858429336022756,1.0
3.5355750547815434,1.9372857934782646,0.0
0.26090417727884985,4.366915914566972,0.0
6.3122080946376595,6.468012678622387,1.0
6.271793598347709,7.061211223168829,1.0
1.8502526468841176,3.7741597038153443,0.0
1.6548830223244448,0.5101003112688733,0.0
2.5840219544254017,1.6885710066328823,0.0
-0.13588878299441776,3.918905923487449,0.0
6.808400649738772,7.304012929433123,1.0
5.898749496120846,6.640890066576383,1.0
2.9433964571545537,0.8824433858327512,0.0
3.6978333066701943,1.0877054811696252,0.0
7.560795832869111,6.533101548487226,1.0
1.0393579734561715,2.838632740619624,0.0
2.6835269540988036,0.1844901311224061,0.0
7.705851068440063,6.479931195829734,1.0
7.109516169741368,8.453800814165248,1.0
2.549641148075524,1.6226026309218327,0.0
8.210828738271827,6.398206422056292,1.0
6.518015361192069,7.365402361034202,1.0
3.1611804208711822,2.5473460801094348,0.0
2.193108874657074,0.28208819199874147,0.0
5.4620539437594955,8.077026864330058,1.0
1.981306721873933,1.450038871319712,0.0
2.3242768793668835,2.6057601291671117,0.0
2.1819210314323003,2.3862859307056974,0.0
7.870164079656593,7.64308272280928,1.0
1.3704931080405764,1.1193437573786649,0.0
0.7854614963179121,2.448549288216556,0.0
-0.1481661443659772,1.6426557914091646,0.0
6.3289915708915805,6.688956074898741,1.0
2.2441628308102266,3.3157216219569725,0.0
1.551861612548545,1.5111779729135444,0.0
7.045409038500806,7.6787468818276725,1.0
7.687742149550511,7.924071533521092,1.0
1.2308083042889004,0.10843648329189248,0.0
8.767320777888516,6.422770069618988,1.0
7.704909333853472,8.16020538705487,1.0
8.246357025320243,6.367481252598546,1.0
-0.4483395400203092,1.7232131113689848,0.0
9.691317113803342,6.630589112562864,1.0
1.836334295833944,1.6277418537745598,0.0
1.6552911460580622,2.7691914172778183,0.0
2.0560560602418243,2.1147923228806205,0.0
6.047967714311981,5.957646480765134,1.0
6.708948823061772,7.134311664900484,1.0
5.951546704889993,7.2875159085618515,1.0
8.314979277458695,8.553010769081942,1.0
1.6375332001398077,2.3128785331209754,0.0
0.9085321919900848,2.8289906290207236,0.0
2.591614125842149,2.2344383708721307,0.0
1.5729940548989867,3.278179941520635,0.0
1.6210136709765262,1.8009286352222882,0.0
8.064715562537632,6.400102448033977,1.0
7.869766077340914,8.780196203636606,1.0
2.8565077737772535,1.6345268237591342,0.0
1.8784280524255061,1.5908448534651254,0.0
2.1294144839261038,2.0906404976708526,0.0
3.865703508747713,1.9128527595773372,0.0
1.6300639600088562,1.7164263903188914,0.0
1.279639032076339,2.5825444787909486,0.0
2.0298839888249494,1.492129839764781,0.0
7.725785492256088,5.941632331134466,1.0
6.812974438732719,6.687459205095833,1.0
6.626526890535491,6.659850423594705,1.0
3.4625221319740156,1.6697949583390876,0.0
6.267244998468955,7.145855118249672,1.0
5.301942499913734,6.688250844299469,1.0
7.664534785667905,5.0063006050640215,1.0
7.652731520900984,7.346212197508336,1.0
6.69339260366709,8.207109232942585,1.0
2.8902279739690258,2.438293530662049,0.0
7.545636746627228,8.362825745552366,1.0
3.4428189876202593,2.9845823259023194,0.0
5.1890425829896705,7.474284313921876,1.0
8.844285880628846,6.982397180374043,1.0
3.7597622331067697,2.2280995199548377,0.0
2.158725437407134,2.0082341214020922,0.0
0.9433620080112313,2.5702682002960704,0.0
7.657223296117421,8.152781485417657,1.0
3.8480178007378196,2.4040079816542352,0.0
8.078458786794334,6.539302691070842,1.0
7.362584150444907,7.6088662186384655,1.0
0.9323045142407396,2.5096018462872496,0.0
1.9329103243481691,1.5765406055791222,0.0
1.970634599102563,1.7433687384272005,0.0
5.299087406442659,7.629903682284569,1.0
0.59919332931222,3.327009498331167,0.0
6.3806773500887335,6.521705768174433,1.0
8.387368075635111,6.668923314034853,1.0
7.61689069740147,5.588031110974272,1.0
2.1489172194623474,2.6396254018882823,0.0
0.3403054369175824,0.7272885261534985,0.0
0.3564851405098024,2.973802438358947,0.0
6.89468817797566,6.095898904913132,1.0
4.121083923368041,3.249292978524887,0.0
7.727642652905219,8.13670829289177,1.0
3.9009342168991274,0.8361122155506671,0.0
7.031150480088592,6.468678058387762,1.0
2.4415503293545977,2.312087690020283,0.0
-0.5157277685389072,1.8777685652473717,0.0
3.0630112586672764,2.051499716314353,0.0
5.928757530867842,7.440513220954886,1.0
0.9189388774299883,1.1698181821143554,0.0
7.318240459575431,7.071941224419862,1.0
6.15205189193464,7.566518213313425,1.0
7.251516527234822,7.452234508194795,1.0
3.797079869659803,2.465140554448228,0.0
7.40508879234725,5.383791029359083,1.0
7.420864243878317,5.787244463478868,1.0
1.506932586877809,2.410632739533826,0.0
4.858370308371775,6.727234625856463,1.0
1.1133528005724673,2.840807763548527,0.0
6.485910525067632,5.847505274127305,1.0
8.532674844852377,5.690947945058496,1.0
0.3133651778764377,0.9676297103336358,0.0
8.31463930029962,6.613757208202646,1.0
2.001405626352682,2.0220395967899196,0.0
2.8827295002821014,1.5002025171483782,0.0
3.92233633469914,1.918852404451222,0.0
5.939558227626481,6.7760432860567406,1.0
3.638754615896756,2.4447608306125406,0.0
6.9929995738820665,7.284566471598845,1.0
3.1357834814180934,2.217359054300133,0.0
2.209982959987658,2.4371586354379726,0.0
1.7706833723459765,2.294689058922868,0.0
2.2316970997639194,1.475322009985898,0.0
8.605627690107456,5.77459382531172,1.0
7.443125476647255,8.60471917331764,1.0
7.692426048760438,6.517060617635023,1.0
7.123081272951444,7.866414612722384,1.0
7.244458411216072,8.54911859720047,1.0
6.110592009249842,5.8664647481245025,1.0
3.414750519297745,1.9607828811803902,0.0
6.189061082998917,6.791185425491142,1.0
1.9089449557697,1.0029310653185668,0.0
5.354887008769257,7.404181264350612,1.0
1.8409962028967728,0.5563872351079822,0.0
0.757145350270394,1.8564239905708475,0.0
8.005939962466835,7.471635074285055,1.0
8.67621139015743,8.44020424332762,1.0
6.6528414181624775,6.999118824269554,1.0
7.414781350289176,5.547529933430791,1.0
6.829544159270843,7.702770028619452,1.0
6.58024114545859,8.390510763150042,1.0
7.473270412352478,7.087159422573071,1.0
7.33430316233786,7.143468027199917,1.0
7.480629619065725,6.460589552126093,1.0
2.290999075074885,1.125261191406751,0.0
2.5648814580663255,0.22727478091193287,0.0
8.344933011067061,7.829022514741368,1.0
6.476836387224586,6.050656129729301,1.0
7.180599602601159,7.809046430753324,1.0
8.394120008819872,6.4911230231425066,1.0
6.0839736165233225,6.452500592411951,1.0
0.4331741460551737,1.152175135066059,0.0
6.693711576389644,8.703118697097453,1.0
2.446753608315788,0.5390398503840237,0.0
2.7114733973457157,2.1832205676956584,0.0
1.4206008911998553,1.2485587606728727,0.0
6.519292846542775,7.387950189284128,1.0
0.9788146199747454,1.400568128053393,0.0
4.2203638536325485,1.637870060971022,0.0
2.43450173120224,4.368574789826164,0.0
8.375543644578057,7.565616881026888,1.0
1.8620169465278535,3.9833975707221367,0.0
8.742980929628128,6.610889195150891,1.0
6.109765277567395,6.877706733289857,1.0
1.110408390792631,2.453659282961449,0.0
6.366580723448384,7.026627425614483,1.0
6.660404965991149,6.612158063380666,1.0
2.1623682783220737,3.2456759490340428,0.0
6.1396636240564995,7.990528280552169,1.0
7.1251097856718015,6.464350000951174,1.0
1.2743603299091817,0.9597924241773357,0.0
6.688229744439113,6.1302258970254995,1.0
0.6109572474385532,2.396614960079756,0.0
8.685040304302728,6.507598124614731,1.0
1.0410931419831193,0.6659673852413792,0.0
6.396789614389532,7.548803893747238,1.0
0.16992172235980663,1.0908339581503106,0.0
0.5341901639405577,1.9583509603519997,0.0
1.7831760429816614,4.205564608508491,0.0
6.353767327751737,7.591772949439118,1.0
2.9710189632940773,2.2434157738668574,0.0
1.5242938828392165,2.729221204821478,0.0
3.2291875145447344,1.8605325080874966,0.0
2.3671240217919975,3.398652925958303,0.0
2.1059346370997343,2.3680853523463155,0.0
0.6113378151524993,1.4064648707229743,0.0
6.478735940368379,5.61389946806999,1.0
7.52429283906063,6.791777092070615,1.0
2.202968841572886,3.263709135665792,0.0
4.235114572272831,2.938068411393318,0.0
1.8675566380811621,1.2351407664233016,0.0
2.755106787144695,1.1413814243573626,0.0
8.780924658914525,6.091311706256023,1.0
6.199027142408573,6.587267294658656,1.0
1.8718331004005195,1.5824773226981583,0.0
2.3183497598767184,1.7928654227417549,0.0
7.48623038279016,6.014465974985577,1.0
7.458875690820662,5.692160274052384,1.0
3.8342568423402623,2.071491592271276,0.0
7.348093097908329,5.824768214219077,1.0
5.568919887765636,8.4179294469771,1.0
8.142478785945613,6.215752157376632,1.0
1.9385966002470854,1.0501638338028916,0.0
6.427670618652742,6.3607861982839475,1.0
7.111196029747856,8.682404264793357,1.0
2.7927632430434106,3.908582041140364,0.0
2.819948219060265,1.8297216370488498,0.0
7.921791755733667,6.25399042427715,1.0
1.8959858744134372,3.438659727200561,0.0
1.6883191887481042,1.0283736872824196,0.0
2.503295432115829,2.4725775929608385,0.0
7.892500877003125,6.836457440414868,1.0
1.1050555108958808,2.3347578724133258,0.0
1.312252984921313,1.917723959696318,0.0
2.2085305588242843,1.175835702700269,0.0
1.4843187170454553,1.0401277883667848,0.0
7.450730304583908,5.944319762318965,1.0
7.957107669827356,7.216007609609523,1.0
2.7544417485945916,2.51612177327884,0.0
7.282120982091862,5.630698798864987,1.0
0.867386058613512,2.50264330976187,0.0
6.406731927510188,7.137186046886301,1.0
1.048329303072731,2.6300110630548454,0.0
5.939146557326195,8.227369258466794,1.0
6.980787529416542,6.676459047219399,1.0
2.3150833052666346,1.970408144386609,0.0
7.9192365282142125,6.995421394049341,1.0
2.2004630498931568,2.638248971871583,0.0
0.5715654742479022,1.2349290504132386,0.0
1.8348643366673498,2.164220786929613,0.0
1.3865884841795255,4.171900159087709,0.0
6.929922785012717,5.788902572507254,1.0
2.5992150754865686,0.8116089659400274,0.0
7.580229970125524,6.398543150501216,1.0
7.258054285795357,6.850514059330922,1.0
1.4263496564550375,1.9844703318768613,0.0
6.43571437257847,8.070628954364501,1.0
3.159225522587127,1.6824707511634749,0.0
1.4054824733745985,2.035928546526196,0.0
1.0375149910801,2.368547902265306,0.0
6.975804467929958,5.761489645640168,1.0
7.03266132569342,6.886022196420706,1.0
7.254819801134675,6.498495275551087,1.0
3.2920641553886627,3.7204650014903464,0.0
6.945563366188854,5.005599405010962,1.0
7.432939087257108,9.215443543575912,1.0
7.988593311919523,7.51589757593854,1.0
7.962272874486912,8.109187867444218,1.0
2.5508385739797004,2.649379548492568,0.0
2.393546654921663,3.6334299018870393,0.0
1.2216787322145752,1.0727276122108464,0.0
6.755572713355134,8.92481079534395,1.0
7.1191983970390655,5.713029325522599,1.0
4.501401696017427,6.66083102306721,1.0
6.9815319051178335,7.413283057805343,1.0
7.857385797086498,8.43233363432129,1.0
7.024756669341783,6.647511378590812,1.0
7.813690369462524,7.401763915257167,1.0
7.581039702499312,5.337143169608014,1.0
3.154646711942121,4.293865202189602,0.0
2.6131497809667206,2.228251361715986,0.0
1.5673114167495212,2.471966130133426,0.0
1.6277013105507914,1.214908625861189,0.0
7.39378674274225,9.103093928379241,1.0
0.24949047203660557,2.7112440957783233,0.0
5.226809365221074,7.584135332069865,1.0
6.9124414170308315,7.835995942455981,1.0
1.505739296427781,1.5893802348784583,0.0
1.8273813610161918,2.7023766523195363,0.0
6.501527094143081,6.613990732087808,1.0
2.909554096404637,2.802325367473228,0.0
7.458176802405537,7.14244742026382,1.0
6.924441238907591,6.533830324174688,1.0
1.884120801014802,1.306024706595323,0.0
6.137093809136029,5.185530428682743,1.0
0.7425012487502876,2.93281016356325,0.0
0.8534610799460991,3.267167455017554,0.0
3.1629762677482405,4.730435053558859,0.0
5.489643236986682,7.5756777020264146,1.0
7.324049896297967,8.856103807036712,1.0
6.315997168502876,8.143260613845458,1.0
2.244785893232173,0.364043296645048,0.0
8.794555763848086,6.68846568408142,1.0
5.941422303177267,6.750848647122243,1.0
2.8459790224963104,2.7738683732047,0.0
6.982935133532647,8.641926688580977,1.0
6.847247491240562,7.367250961864681,1.0
0.24567542247909202,0.6341868277289944,0.0
2.981871196743442,1.111956635733561,0.0
6.6014833837149896,6.270823858927092,1.0
3.1308267169227912,2.4261217800694745,0.0
5.71465285894839,5.876365301936506,1.0
6.1359883765128895,5.705814495611801,1.0
1.458211135931046,2.258897535116337,0.0
6.710703934456648,6.9768238201650785,1.0
5.781960735629205,7.838728244358849,1.0
0.6582081562128266,2.125394873179222,0.0
6.7826760004859645,6.704279785084539,1.0
7.205872651605398,9.204566594182694,1.0
6.737897126378839,7.1952401634748,1.0
2.7867403683432963,4.2917755188413675,0.0
3.4169400157041276,1.8138692564787817,0.0
6.68710974006644,9.322389620244454,1.0
3.475509957701788,1.7287936756710587,0.0
8.274638604324297,5.298002942079167,1.0
2.2428902667203716,2.7723574724406856,0.0
6.682198499252825,4.6419374653556496,1.0
3.248561033116098,0.020583895228328153,0.0
6.842806696669806,5.673165503717625,1.0
0.8419299096549471,1.3873903842339692,0.0
1.8485408924836935,3.1696167413045035,0.0
1.4969975301750345,4.102107990846166,0.0
1.4154426134642233,3.2338154993489066,0.0
7.809466032800206,8.5385698853249,1.0
2.594046428402748,2.346969847652808,0.0
6.6119690365728205,8.829703724306121,1.0
-0.506196454888602,0.6613116670378498,0.0
7.515481889972099,8.465300876458066,1.0
7.326913797121636,7.173410947140058,1.0
1.9006688567339785,1.8232026183730317,0.0
7.1436754231739155,6.588320164145175,1.0
7.203280964369545,7.091647877686027,1.0
1.9825262218991853,1.160036127440942,0.0
6.878101569323606,5.3299288301548025,1.0
8.632089285173846,6.233796811627039,1.0
6.659038003660513,7.809629637729514,1.0
7.296328429435696,6.849806679195506,1.0
6.872387710857437,6.067649964000841,1.0
7.910945241252635,5.500939503100815,1.0
3.2199257726225037,2.285614248510161,0.0
1.8988684829918536,1.851826556316286,0.0
2.14428598383602,1.924087149008233,0.0
5.160350443110315,6.21909412528462,1.0
1.356196418286796,3.069907924221215,0.0
7.769096750636542,8.691760067217016,1.0
1.1864736944437615,2.4888869353102456,0.0
8.813159321557057,6.133534287595481,1.0
6.441452561845826,7.166250696882596,1.0
2.908096742057828,1.8078974803707066,0.0
8.057247527412544,8.008119445230303,1.0
-0.6948015503398497,4.214017194385834,0.0
4.6687806157992835,5.47839159747428,1.0
-0.26243413919410585,1.4919715853493298,0.0
0.9536926420523055,1.7742590927615964,0.0
4.061433585614747,2.470695763740901,0.0
1.7436689390036357,1.520825652042227,0.0
8.625691273546375,5.086386315801122,1.0
7.530035623549166,7.822714551050589,1.0
6.667469063203785,5.092014438550937,1.0
1.4118233073397688,0.908702724982315,0.0
