Rep,Altitude,Rainfall,Frosts,Year,PMCno,DBH,Ht,Surv,Vig,Ins_res,Stem_Fm,Crown_Fm,Brnch_Fm,Abbrev_Cly,Abbrev_Cra,Abbrev_K81,Abbrev_K81a,Abbrev_K82,Abbrev_K83,Abbrev_Lon,Abbrev_Mor,Abbrev_Nga,Abbrev_Paw,Abbrev_Puk,Abbrev_WSh,Abbrev_WSp,Abbrev_Wai,Abbrev_Wak,Abbrev_Wen,Locality_Central_Hawkes_Bay,Locality_Central_Hawkes_Bay_(coastal),Locality_Central_Poverty_Bay,Locality_Central_Wairarapa,Locality_Northern_Hawkes_Bay,Locality_South_Wairarapa,Locality_Southern_Hawkes_Bay,Locality_Southern_Hawkes_Bay_(coastal),Map_Ref_N116_848/985,Map_Ref_N135_382/137,Map_Ref_N141_295/063,Map_Ref_N142_377/957,Map_Ref_N145_874/586,Map_Ref_N146_273/737,Map_Ref_N151_912/221,Map_Ref_N151_922/226,Map_Ref_N158_343/625,Map_Ref_N158_344/626,Map_Ref_N162_081/300,Map_Ref_N162_097/424,Map_Ref_N166_063/197,Map_Ref_N98_539/567,Latitude_39__00,Latitude_39__38,Latitude_39__43,Latitude_39__50,Latitude_40__00,Latitude_40__11,Latitude_40__36,Latitude_40__57,Latitude_41__08,Latitude_41__12,Latitude_41__16,Latitude_82__32,Sp_ag,Sp_am,Sp_br,Sp_bxs,Sp_co,Sp_cr,Sp_el,Sp_fa,Sp_fr,Sp_jo,Sp_ka,Sp_ma,Sp_mn,Sp_nc,Sp_nd,Sp_ni,Sp_ob,Sp_ov,Sp_pa,Sp_pu,Sp_ra,Sp_rd,Sp_re,Sp_ro,Sp_si,Sp_sm,Sp_te,LABEL
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8736387791990746,-0.04176210476344181,-0.6279724749886185,0.3429106325258835,-1.6276018248040356,0.12017633165394959,0.006003413310464663,-0.2983683976625847,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.9271993702356504,-0.03729664224074745,-0.5182001725453531,-1.7353071033339962,0.9657367252820619,1.405783600510148,0.4478546329606406,-0.2983683976625847,-1.1404593770775722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-1.1300803968893467,-0.04122005439941533,-0.791411236404147,-0.003458990117429784,-0.5902664047695966,0.12017633165394959,0.006003413310464663,1.0994619058362216,1.524233008729072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.7502871149936272,-0.038548520462427655,-0.7840930829079292,0.6892802551691968,0.4470690152648424,1.405783600510148,1.4788408121443852,0.4005467540868185,0.8580599122774111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,0.04825260591532111,-0.04006497088559699,-0.0888685007672485,1.3820195004558233,-0.07159869475237711,-1.1654309372022489,0.006003413310464663,-0.2983683976625847,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8703926827726154,-0.03858078536504828,0.12091856612432522,1.03564987781251,2.003072145316501,2.0485872349382475,2.9516782109783057,1.0994619058362216,1.524233008729072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.872015730985845,-0.04042633779494798,-0.23767095519034145,1.3820195004558233,-0.07159869475237711,-1.4225523909734885,0.006003413310464663,-0.2983683976625847,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8687696345593858,-0.034947757329966016,0.39169024548438014,1.3820195004558233,0.9657367252820619,1.405783600510148,0.4478546329606406,1.0994619058362216,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8671465863461563,-0.04171048091924882,-0.6816389339608816,0.3429106325258835,-1.1089341147868161,-1.1654309372022489,0.4478546329606406,1.0994619058362216,0.8580599122774111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
-0.023390378155005536,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8655235381329267,-0.03571566201233687,-0.018126350303810584,-0.003458990117429784,0.9657367252820619,0.12017633165394959,0.006003413310464663,-0.2983683976625847,-1.1404593770775722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8736387791990746,-0.04008432982716936,-0.8255626193864962,-0.34982861276074306,-0.3827993207627086,1.405783600510148,0.4478546329606406,0.4005467540868185,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.9271993702356504,-0.033134469802686944,-0.12789865274707624,-1.388937480690683,0.9657367252820619,0.7629799660820489,0.006003413310464663,-0.2983683976625847,-2.4728055699808946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-1.1300803968893467,-0.03719984753288558,-0.6816389339608816,-1.0425678580473696,-0.07159869475237711,1.405783600510148,0.006003413310464663,-0.2983683976625847,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.7502871149936272,-0.04074253384063009,-0.15229249773446846,0.3429106325258835,-0.3827993207627086,1.405783600510148,0.742422112727425,0.4005467540868185,0.8580599122774111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,0.04825260591532111,-0.03595442229172949,-0.2620648001777337,-0.003458990117429784,2.003072145316501,-0.26550584900290974,0.742422112727425,-0.2983683976625847,-1.1404593770775722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8703926827726154,-0.036612626305190216,0.15994871810415295,-0.34982861276074306,1.2769373512923934,2.0485872349382475,0.4478546329606406,0.4005467540868185,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.872015730985845,-0.04135556699042195,-0.854835233371367,-0.34982861276074306,-0.5902664047695966,-1.1654309372022489,0.30057089307724905,0.12098069338705697,0.19188681582574996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8687696345593858,-0.03593506335015711,0.1697062560991101,1.03564987781251,1.2769373512923934,2.0485872349382475,0.742422112727425,1.0994619058362216,0.5915906736967463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8671465863461563,-0.0390260410212129,-0.9133804613411086,0.6892802551691968,-0.07159869475237711,-0.5226273027741497,-1.466833985523456,-1.696198701161391,-1.1404593770775722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
0.8826790072178453,-1.2171795492814903,-1.6992667841293225,1.1854234509954384,-1.348682507833663,-0.8655235381329267,-0.03750313761751944,-0.36695833362352076,-1.0425678580473696,0.9657367252820619,1.405783600510148,1.4788408121443852,-0.9972835494119879,-1.1404593770775722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.9271993702356504,-0.02896584438410231,-0.159610651230686,0.1004518966755642,-0.7977334887764845,1.405783600510148,-1.466833985523456,-1.696198701161391,-1.1404593770775722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.7502871149936272,-0.030249987508403155,0.07457026064827996,0.1004518966755642,0.9657367252820619,1.405783600510148,0.006003413310464663,1.0994619058362216,-0.20781704204524648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,0.04825260591532111,-0.025461875959502542,-0.23035280169412392,0.1004518966755642,0.9657367252820619,-0.13694512211729035,-0.7304152861064956,-2.3951138529107943,-1.8066324735292334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.872015730985845,-0.025532858745267915,0.9820212941792741,0.1004518966755642,0.9657367252820619,-0.7797487565453896,0.4478546329606406,-1.696198701161391,-2.4728055699808946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.8687696345593858,-0.025642559414178034,0.7405222288040901,0.1004518966755642,0.9657367252820619,1.405783600510148,0.742422112727425,1.0994619058362216,-0.20781704204524648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.9294597635278563,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.8671465863461563,-0.038767921800247906,-0.11570173025337992,0.1004518966755642,-0.5902664047695966,0.12017633165394959,0.4478546329606406,1.0994619058362216,1.524233008729072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.8736387791990746,-0.030295158372072025,0.6892951543305661,0.1004518966755642,0.2396019312579544,0.12017633165394959,1.4788408121443852,0.4005467540868185,0.8580599122774111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.9271993702356504,-0.029636954358611294,0.1550699491066746,0.1004518966755642,0.2396019312579544,1.405783600510148,0.006003413310464663,0.4005467540868185,0.19188681582574996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-1.1300803968893467,-0.03935514302794326,-0.2596254156789945,0.1004518966755642,-1.1089341147868161,1.405783600510148,1.4788408121443852,1.0994619058362216,1.524233008729072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.7502871149936272,-0.03126310545069075,0.2867967120385933,0.1004518966755642,1.4844044352992813,1.405783600510148,1.9206920317945613,0.68011281478658,0.5915906736967463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,0.04825260591532111,-0.026539523707031387,0.5844016208847792,0.1004518966755642,0.9657367252820619,-0.5226273027741497,0.006003413310464663,-0.2983683976625847,-1.1404593770775722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.023390378155005536,0.47277356950963767,2.1008724027418433,1.1854234509954384,-1.348682507833663,-0.8703926827726154,-0.021390045248779785,1.1039905191162356,0.1004518966755642,2.003072145316501,1.405783600510148,0.4478546329606406,-0.2983683976625847,-1.1404593770775722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
