attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,class
99,999999.0,625.0,13000.0,1,0,1,0,3,0,1,0,0,0,0,0,3,0,0,1,99,99,1,27,23,18,13000.0,13000.0,0.0,0,0.0,0.0,0.0,130.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
99,275000.0,0.0,80166.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,48,22,51,25000.0,25000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
99,162500.0,0.0,42000.0,1,1,1,1,0,0,0,0,0,0,1,1,7,4,0,1,11,6,0,34,14,26,16000.0,0.0,16000.0,0,0.0,0.0,0.0,218.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,1000.0,77000.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,10,10,0,38,41,68,30000.0,30000.0,0.0,0,0.0,0.0,0.0,501.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,312.0,46000.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,11,9,0,36,31,33,24000.0,24000.0,0.0,0,0.0,0.0,0.0,366.0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,162500.0,0.0,66000.0,2,1,1,1,0,0,0,0,0,0,1,1,6,4,1,1,19,3,0,27,37,49,29000.0,29000.0,0.0,0,0.0,0.0,0.0,386.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,225000.0,0.0,37000.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,15,12,0,42,38,68,37000.0,36000.0,0.0,0,0.0,0.0,0.0,294.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
99,225000.0,0.0,83034.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,51,23,18,24352.0,24383.0,-1530.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
99,999999.0,362.0,37000.0,1,1,1,1,0,0,0,0,0,0,2,1,7,5,1,1,13,4,0,35,20,8,28500.0,28500.0,0.0,0,0.0,0.0,0.0,199.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
99,999999.0,875.0,68191.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,22,18,0,44,22,61,4800.0,4800.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,512.0,63522.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,30,33,60,23897.0,23897.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,275000.0,0.0,45000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,36,41,72,37279.0,37279.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
99,137500.0,0.0,61974.0,1,1,2,1,2,0,1,1,0,1,0,0,7,1,1,1,1,1,3,23,22,61,17500.0,13500.0,0.0,0,0.0,0.0,4000.0,308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
99,400000.0,0.0,58600.0,1,1,1,1,2,0,1,1,3,1,0,0,4,0,0,1,99,99,1,21,22,51,12000.0,12000.0,0.0,0,0.0,0.0,0.0,451.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,462.0,49000.0,1,1,1,1,1,0,1,2,0,1,0,0,4,0,0,1,99,99,1,16,24,47,2000.0,1821.0,0.0,0,0.0,0.0,0.0,390.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
99,999999.0,412.0,47000.0,1,1,0,0,0,0,0,0,0,0,2,1,7,0,0,1,99,99,3,28,20,8,14000.0,14000.0,0.0,0,0.0,0.0,0.0,229.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,1000.0,18000.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,99,99,0,32,40,77,8500.0,8500.0,0.0,0,0.0,0.0,0.0,132.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
99,137500.0,0.0,45000.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,24,32,37,30000.0,30000.0,0.0,0,0.0,0.0,0.0,465.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
99,999999.0,575.0,26418.0,2,1,1,1,0,0,0,0,0,0,0,0,6,0,0,1,99,99,1,26,20,9,5500.0,5500.0,0.0,0,0.0,0.0,0.0,151.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,999999.0,675.0,55000.0,2,0,2,0,0,0,0,0,0,0,0,0,6,1,0,1,16,16,1,45,13,10,7000.0,0.0,7000.0,0,0.0,0.0,0.0,309.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
99,275000.0,0.0,58400.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,38,41,68,44500.0,43000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
99,999999.0,875.0,68151.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,29,39,73,70000.0,65000.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
99,350000.0,0.0,123800.0,1,1,2,1,2,0,1,1,0,1,0,0,4,1,0,1,9,9,0,38,24,44,3300.0,1800.0,0.0,0,0.0,0.0,1500.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
99,162500.0,0.0,43372.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,61,26,72,43372.0,42000.0,884.0,0,0.0,0.0,0.0,501.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
99,999999.0,1000.0,47993.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,1,1,18,4,0,36,20,8,17851.0,17846.0,0.0,0,0.0,0.0,0.0,369.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
99,999999.0,462.0,12000.0,2,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,45,20,8,12000.0,12000.0,0.0,0,0.0,0.0,0.0,140.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,350000.0,0.0,20904.0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,1,99,99,0,22,41,68,4361.0,559.0,0.0,0,0.0,0.0,0.0,136.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99,400000.0,0.0,103265.0,1,0,1,0,2,0,1,0,0,0,0,0,2,0,0,1,99,99,0,62,41,72,94288.0,70250.0,0.0,0,0.0,0.0,0.0,501.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
99,187500.0,0.0,21300.0,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,99,99,1,19,18,44,2300.0,2300.0,0.0,0,0.0,0.0,0.0,213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
99,187500.0,0.0,65772.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,45,24,47,7600.0,7300.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
99,225000.0,0.0,69300.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,19,11,0,42,37,78,25400.0,25000.0,0.0,0,0.0,0.0,0.0,457.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,112500.0,0.0,76197.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,51,22,61,31443.0,31280.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,725.0,60000.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,1,1,2,2,0,25,24,47,50000.0,50000.0,0.0,0,0.0,0.0,0.0,501.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,1000.0,60000.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,34,37,49,35000.0,35000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,512.0,20000.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,25,23,16,20000.0,0.0,20000.0,0,0.0,0.0,0.0,310.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,999999.0,875.0,23112.0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,31,35,49,10000.0,10000.0,0.0,0,0.0,0.0,0.0,155.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,137500.0,0.0,52015.0,1,1,2,1,1,0,1,2,0,1,0,0,6,0,0,1,99,99,2,16,20,8,615.0,615.0,0.0,0,0.0,0.0,0.0,298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
99,187500.0,0.0,43400.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,10,7,0,34,24,47,43400.0,40000.0,0.0,0,0.0,0.0,0.0,345.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
99,999999.0,387.0,9600.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,29,6,7,7500.0,7500.0,0.0,0,0.0,0.0,0.0,116.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
99,999999.0,412.0,14500.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,6,6,0,27,25,15,14500.0,14500.0,0.0,0,0.0,0.0,0.0,145.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,275000.0,0.0,29808.0,1,2,2,2,0,0,0,0,0,0,6,1,7,1,0,1,14,14,0,37,21,9,20000.0,20000.0,0.0,0,0.0,0.0,0.0,148.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
99,187500.0,0.0,97070.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,63,41,68,58781.0,46000.0,0.0,0,0.0,0.0,0.0,501.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
99,275000.0,0.0,144001.0,1,1,1,1,2,0,1,1,0,1,0,0,4,0,0,1,99,99,1,24,20,9,10000.0,3000.0,0.0,0,0.0,7000.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
99,999999.0,575.0,48615.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,52,11,22,21690.0,21638.0,0.0,0,0.0,0.0,0.0,501.0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
99,95000.0,0.0,68000.0,1,1,2,1,0,0,0,0,0,0,0,0,10,0,0,1,99,99,1,24,23,18,18000.0,18000.0,0.0,0,0.0,0.0,0.0,264.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
99,350000.0,0.0,55600.0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,99,99,0,26,26,72,27700.0,27500.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,187500.0,0.0,58500.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,54,30,44,58500.0,53000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,350000.0,0.0,42140.0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,27,27,0,70,19,17,30140.0,0.0,11600.0,0,6700.0,0.0,840.0,501.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
99,999999.0,412.0,42000.0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,31,19,46,22000.0,22000.0,0.0,0,0.0,0.0,0.0,501.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,225000.0,0.0,70920.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,16,13,0,42,22,51,29120.0,29120.0,0.0,0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,999999.0,875.0,36000.0,2,2,2,2,0,0,0,0,0,0,2,1,4,2,1,1,6,2,0,30,32,62,36000.0,36000.0,0.0,0,0.0,0.0,0.0,286.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
99,137500.0,0.0,25000.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,9,9,0,37,22,61,25000.0,25000.0,0.0,0,0.0,0.0,0.0,293.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
99,225000.0,0.0,98000.0,1,1,1,1,0,0,0,0,0,0,2,1,3,1,0,1,16,16,0,56,41,68,63000.0,58000.0,0.0,0,0.0,0.0,0.0,501.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
99,275000.0,0.0,86608.0,1,1,0,0,0,0,0,0,0,0,2,2,2,0,0,1,99,99,0,36,41,68,47096.0,46364.0,0.0,0,0.0,0.0,0.0,501.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
99,999999.0,575.0,74500.0,1,1,0,0,0,0,0,0,0,0,2,1,2,0,0,1,99,99,0,36,41,68,43500.0,43500.0,0.0,0,0.0,0.0,0.0,501.0,6,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
99,187500.0,0.0,61321.0,1,1,1,1,0,0,0,0,0,0,2,1,4,2,0,1,20,19,0,49,35,46,36000.0,35000.0,0.0,0,0.0,0.0,0.0,479.0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
