attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,class
98,999999.0,287.0,15010.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,9,9,0,40,41,68,15010.0,13005.0,0.0,0.0,0.0,0.0,2005.0,299.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
98,200000.0,0.0,54585.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,33,20,8,21185.0,21185.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
98,999999.0,500.0,40195.0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,99,99,1,25,22,61,12255.0,12255.0,0.0,0.0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
98,999999.0,195.0,9175.0,1,1,1,1,0,0,0,0,0,0,0,0,5,0,0,1,99,99,0,33,6,19,1445.0,1445.0,0.0,0.0,0.0,0.0,0.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
98,175000.0,0.0,33230.0,1,1,1,1,0,0,0,0,0,0,2,2,4,2,0,1,12,8,0,32,39,82,13615.0,13005.0,505.0,0.0,0.0,0.0,0.0,449.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,200000.0,0.0,75000.0,1,1,1,1,2,7,1,1,0,1,0,0,4,0,0,1,99,99,1,19,25,44,3400.0,3305.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,375.0,18560.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,78,22,61,18560.0,3505.0,0.0,0.0,4025.0,9525.0,0.0,501.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
98,112500.0,0.0,45940.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,20,20,0,41,27,72,18005.0,18005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,85000.0,0.0,30700.0,1,1,1,1,0,0,0,0,0,0,1,1,4,2,0,1,21,18,0,48,32,42,9005.0,9005.0,0.0,0.0,0.0,0.0,0.0,408.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
98,999999.0,0.0,60005.0,2,1,1,0,0,0,0,0,0,0,3,4,2,0,0,2,99,99,0,20,6,7,14405.0,14405.0,0.0,0.0,0.0,0.0,0.0,501.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
98,999999.0,0.0,17005.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,40,19,46,28005.0,28005.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
98,85000.0,0.0,37370.0,1,1,1,0,0,0,0,0,0,0,1,1,5,0,0,1,99,99,0,29,38,68,11005.0,11005.0,0.0,0.0,0.0,0.0,0.0,406.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
98,999999.0,262.0,14420.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,7,7,0,29,25,44,3410.0,2005.0,0.0,0.0,0.0,0.0,1405.0,246.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
98,67500.0,0.0,32520.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,17,17,0,35,22,61,9185.0,9185.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
98,112500.0,0.0,45005.0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,40,18,44,6770.0,6245.0,0.0,0.0,0.0,0.0,0.0,178.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
98,999999.0,287.0,12255.0,1,0,1,0,1,0,1,0,0,0,0,0,6,0,0,1,99,99,2,19,22,18,7195.0,7195.0,0.0,0.0,0.0,0.0,0.0,126.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,212.0,17200.0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,99,99,0,22,16,15,3560.0,2555.0,0.0,0.0,0.0,0.0,1005.0,352.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
98,95000.0,0.0,43055.0,1,2,1,1,2,0,1,1,0,1,5,3,5,0,0,1,99,99,1,19,24,44,7005.0,7005.0,0.0,0.0,0.0,0.0,0.0,468.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,325.0,18330.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,22,25,44,18330.0,18315.0,0.0,0.0,0.0,0.0,0.0,483.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
98,999999.0,500.0,380.0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,99,99,0,21,24,44,4510.0,3005.0,0.0,0.0,0.0,0.0,1505.0,119.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
98,52500.0,0.0,15005.0,1,0,1,0,0,0,0,0,0,0,0,0,7,4,0,1,15,8,0,35,24,47,15005.0,15005.0,0.0,0.0,0.0,0.0,0.0,143.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
98,999999.0,135.0,1105.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,12,12,0,40,25,44,1105.0,1105.0,0.0,0.0,0.0,0.0,0.0,22.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,85000.0,0.0,54765.0,1,1,1,1,0,0,0,0,0,0,1,1,5,3,0,1,20,16,0,42,22,61,12305.0,12305.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,125.0,10810.0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,0,1,19,13,0,40,17,13,10005.0,10005.0,0.0,0.0,0.0,0.0,0.0,184.0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,375.0,8825.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,21,14,26,3460.0,3325.0,0.0,0.0,0.0,0.0,0.0,91.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
98,999999.0,0.0,16025.0,1,2,2,2,0,0,0,0,0,0,1,1,6,1,1,1,4,4,0,35,24,44,3805.0,3805.0,0.0,0.0,0.0,0.0,0.0,156.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
98,999999.0,450.0,7810.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,23,18,44,7810.0,7725.0,0.0,0.0,0.0,0.0,85.0,206.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
98,85000.0,0.0,45825.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,21,21,0,42,16,38,2505.0,2505.0,0.0,0.0,0.0,0.0,0.0,501.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
98,999999.0,375.0,17155.0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,12,9,0,30,18,44,17155.0,17155.0,0.0,0.0,0.0,0.0,0.0,231.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
98,112500.0,0.0,53330.0,1,1,1,1,2,0,1,1,0,1,0,0,7,0,0,1,99,99,4,18,16,15,1375.0,1375.0,0.0,0.0,0.0,0.0,0.0,441.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
98,175000.0,0.0,37805.0,1,1,1,1,0,0,0,0,0,0,1,1,6,4,0,1,20,13,0,45,24,44,7205.0,7205.0,0.0,0.0,0.0,0.0,0.0,368.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,237.0,14330.0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,13,13,0,30,22,61,14330.0,13005.0,0.0,0.0,0.0,0.0,1325.0,285.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,195.0,1985.0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,12,12,0,33,30,65,1985.0,0.0,0.0,0.0,0.0,1985.0,0.0,39.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
98,67500.0,0.0,30400.0,1,1,1,2,0,0,0,0,0,0,1,1,6,3,0,1,22,18,0,49,24,44,9605.0,9605.0,0.0,0.0,0.0,0.0,0.0,291.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
98,175000.0,0.0,35010.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,58,41,84,35010.0,23005.0,0.0,0.0,0.0,0.0,0.0,501.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
98,999999.0,325.0,255.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,20,24,44,255.0,255.0,0.0,0.0,0.0,0.0,0.0,7.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
98,999999.0,287.0,16980.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,7,7,0,34,23,18,4610.0,4605.0,0.0,0.0,0.0,0.0,0.0,289.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,185.0,15170.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,99,0,63,16,38,15170.0,14165.0,0.0,0.0,0.0,0.0,0.0,400.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
98,999999.0,212.0,11660.0,2,0,1,0,0,0,0,0,0,0,0,0,5,4,0,1,16,7,0,35,14,26,11660.0,10805.0,0.0,0.0,855.0,0.0,0.0,136.0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
98,999999.0,212.0,10005.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,99,99,0,25,25,44,9005.0,9005.0,0.0,0.0,0.0,0.0,0.0,237.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
98,999999.0,450.0,40555.0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,0,1,13,13,0,39,19,46,4545.0,4545.0,0.0,0.0,0.0,0.0,0.0,501.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
